prompt_id,persona,category,intent_type,prompt_text,expected_visibility_score,notes,topic_cluster_id,cluster_role,cluster_topic,fanout_angle
tc_1775839523250_9481,SaaS Founder / CEO,educational,informational,advice from people experienced with Venture debt vs raising equity,5.0,Topic cluster: Venture debt vs raising equity | Fan-out (emotional_support),tc_saas_founder_ceo_Venture_debt_vs_raising_equity_1775839523,fanout,Venture debt vs raising equity,emotional_support
tc_1775839523250_6827,SaaS Founder / CEO,educational,informational,requirements for Venture debt vs raising equity,5.0,Topic cluster: Venture debt vs raising equity | Fan-out (eligibility_access),tc_saas_founder_ceo_Venture_debt_vs_raising_equity_1775839523,fanout,Venture debt vs raising equity,eligibility_access
tc_1775839523250_7741,SaaS Founder / CEO,educational,informational,how to get started with Venture debt vs raising equity,5.0,Topic cluster: Venture debt vs raising equity | Fan-out (how_to_practical),tc_saas_founder_ceo_Venture_debt_vs_raising_equity_1775839523,fanout,Venture debt vs raising equity,how_to_practical
tc_1775839523250_2922,VC / Board Advisor,educational,informational,I need help with Venture debt vs raising equity — where do I start,5.0,Topic cluster: Venture debt vs raising equity | Parent,tc_vc_advisor_Venture_debt_vs_raising_equity_1775839523,parent,Venture debt vs raising equity,
tc_1775839523250_8300,VC / Board Advisor,educational,informational,requirements for Venture debt vs raising equity,5.0,Topic cluster: Venture debt vs raising equity | Fan-out (eligibility_access),tc_vc_advisor_Venture_debt_vs_raising_equity_1775839523,fanout,Venture debt vs raising equity,eligibility_access
tc_1775839523250_3520,VC / Board Advisor,educational,informational,advice from people experienced with Venture debt vs raising equity,5.0,Topic cluster: Venture debt vs raising equity | Fan-out (emotional_support),tc_vc_advisor_Venture_debt_vs_raising_equity_1775839523,fanout,Venture debt vs raising equity,emotional_support
tc_1775839523250_9887,VC / Board Advisor,educational,informational,step by step guide for Venture debt vs raising equity,5.0,Topic cluster: Venture debt vs raising equity | Fan-out (how_to_practical),tc_vc_advisor_Venture_debt_vs_raising_equity_1775839523,fanout,Venture debt vs raising equity,how_to_practical
tc_1775839523250_4520,VC / Board Advisor,business,commercial,companies that offer Venture debt vs raising equity,5.0,Topic cluster: Venture debt vs raising equity | Fan-out (specific_services),tc_vc_advisor_Venture_debt_vs_raising_equity_1775839523,fanout,Venture debt vs raising equity,specific_services
tc_1775839523250_8850,VC / Board Advisor,educational,informational,Venture debt vs raising equity providers near me,5.0,Topic cluster: Venture debt vs raising equity | Fan-out (geographic),tc_vc_advisor_Venture_debt_vs_raising_equity_1775839523,fanout,Venture debt vs raising equity,geographic
tc_1775839523250_9696,SaaS Founder / CEO,educational,informational,What's the best approach to Best venture debt lenders,5.0,Topic cluster: Best venture debt lenders | Parent,tc_saas_founder_ceo_Best_venture_debt_lenders_1775839523,parent,Best venture debt lenders,
tc_1775839523250_1600,SaaS Founder / CEO,educational,informational,step by step guide for Best venture debt lenders,5.0,Topic cluster: Best venture debt lenders | Fan-out (how_to_practical),tc_saas_founder_ceo_Best_venture_debt_lenders_1775839523,fanout,Best venture debt lenders,how_to_practical
tc_1775839523250_5779,SaaS Founder / CEO,business,commercial,Best venture debt lenders services and solutions,5.0,Topic cluster: Best venture debt lenders | Fan-out (specific_services),tc_saas_founder_ceo_Best_venture_debt_lenders_1775839523,fanout,Best venture debt lenders,specific_services
tc_1775839523250_8584,SaaS Founder / CEO,educational,informational,advice from people experienced with Best venture debt lenders,5.0,Topic cluster: Best venture debt lenders | Fan-out (emotional_support),tc_saas_founder_ceo_Best_venture_debt_lenders_1775839523,fanout,Best venture debt lenders,emotional_support
tc_1775839523250_2749,SaaS Founder / CEO,educational,informational,who qualifies for Best venture debt lenders,5.0,Topic cluster: Best venture debt lenders | Fan-out (eligibility_access),tc_saas_founder_ceo_Best_venture_debt_lenders_1775839523,fanout,Best venture debt lenders,eligibility_access
tc_1775839523250_7580,SaaS Founder / CEO,educational,informational,Best venture debt lenders providers near me,5.0,Topic cluster: Best venture debt lenders | Fan-out (geographic),tc_saas_founder_ceo_Best_venture_debt_lenders_1775839523,fanout,Best venture debt lenders,geographic
tc_1775839523250_1290,Startup CFO / VP Finance,educational,informational,I need help with Best venture debt lenders — where do I start,5.0,Topic cluster: Best venture debt lenders | Parent,tc_startup_cfo_finance_Best_venture_debt_lenders_1775839523,parent,Best venture debt lenders,
tc_1775839523250_6556,Startup CFO / VP Finance,educational,informational,common challenges with Best venture debt lenders,5.0,Topic cluster: Best venture debt lenders | Fan-out (emotional_support),tc_startup_cfo_finance_Best_venture_debt_lenders_1775839523,fanout,Best venture debt lenders,emotional_support
tc_1775839523250_8891,Startup CFO / VP Finance,business,commercial,companies that offer Best venture debt lenders,5.0,Topic cluster: Best venture debt lenders | Fan-out (specific_services),tc_startup_cfo_finance_Best_venture_debt_lenders_1775839523,fanout,Best venture debt lenders,specific_services
tc_1775839523250_2624,Startup CFO / VP Finance,educational,informational,checklist for Best venture debt lenders,5.0,Topic cluster: Best venture debt lenders | Fan-out (how_to_practical),tc_startup_cfo_finance_Best_venture_debt_lenders_1775839523,fanout,Best venture debt lenders,how_to_practical
tc_1775839523250_4123,Startup CFO / VP Finance,educational,informational,Best venture debt lenders options in Canada,5.0,Topic cluster: Best venture debt lenders | Fan-out (geographic),tc_startup_cfo_finance_Best_venture_debt_lenders_1775839523,fanout,Best venture debt lenders,geographic
tc_1775839523250_3155,Startup CFO / VP Finance,educational,informational,how to access Best venture debt lenders,5.0,Topic cluster: Best venture debt lenders | Fan-out (eligibility_access),tc_startup_cfo_finance_Best_venture_debt_lenders_1775839523,fanout,Best venture debt lenders,eligibility_access
tc_1775839523250_2357,VC / Board Advisor,educational,informational,What's the best approach to Best venture debt lenders,5.0,Topic cluster: Best venture debt lenders | Parent,tc_vc_advisor_Best_venture_debt_lenders_1775839523,parent,Best venture debt lenders,
tc_1775839523250_7401,VC / Board Advisor,educational,informational,how to get started with Best venture debt lenders,5.0,Topic cluster: Best venture debt lenders | Fan-out (how_to_practical),tc_vc_advisor_Best_venture_debt_lenders_1775839523,fanout,Best venture debt lenders,how_to_practical
tc_1775839523250_3421,VC / Board Advisor,educational,informational,community forums for Best venture debt lenders,5.0,Topic cluster: Best venture debt lenders | Fan-out (emotional_support),tc_vc_advisor_Best_venture_debt_lenders_1775839523,fanout,Best venture debt lenders,emotional_support
tc_1775839523250_2733,VC / Board Advisor,educational,informational,who qualifies for Best venture debt lenders,5.0,Topic cluster: Best venture debt lenders | Fan-out (eligibility_access),tc_vc_advisor_Best_venture_debt_lenders_1775839523,fanout,Best venture debt lenders,eligibility_access
tc_1775839523250_6967,VC / Board Advisor,business,commercial,Best venture debt lenders services and solutions,5.0,Topic cluster: Best venture debt lenders | Fan-out (specific_services),tc_vc_advisor_Best_venture_debt_lenders_1775839523,fanout,Best venture debt lenders,specific_services
tc_1775839523250_8117,VC / Board Advisor,educational,informational,Best venture debt lenders options in Canada,5.0,Topic cluster: Best venture debt lenders | Fan-out (geographic),tc_vc_advisor_Best_venture_debt_lenders_1775839523,fanout,Best venture debt lenders,geographic
tc_1775839523250_9262,SaaS Founder / CEO,educational,informational,I need help with Non-dilutive financing for startups — where do I start,5.0,Topic cluster: Non-dilutive financing for startups | Parent,tc_saas_founder_ceo_Non-dilutive_financing_for_sta_1775839523,parent,Non-dilutive financing for startups,
tc_1775839523250_4257,SaaS Founder / CEO,educational,informational,checklist for Non-dilutive financing for startups,5.0,Topic cluster: Non-dilutive financing for startups | Fan-out (how_to_practical),tc_saas_founder_ceo_Non-dilutive_financing_for_sta_1775839523,fanout,Non-dilutive financing for startups,how_to_practical
tc_1775839523250_2457,SaaS Founder / CEO,educational,informational,who qualifies for Non-dilutive financing for startups,5.0,Topic cluster: Non-dilutive financing for startups | Fan-out (eligibility_access),tc_saas_founder_ceo_Non-dilutive_financing_for_sta_1775839523,fanout,Non-dilutive financing for startups,eligibility_access
tc_1775839523250_8579,SaaS Founder / CEO,educational,informational,community forums for Non-dilutive financing for startups,5.0,Topic cluster: Non-dilutive financing for startups | Fan-out (emotional_support),tc_saas_founder_ceo_Non-dilutive_financing_for_sta_1775839523,fanout,Non-dilutive financing for startups,emotional_support
tc_1775839523250_8242,SaaS Founder / CEO,business,commercial,companies that offer Non-dilutive financing for startups,5.0,Topic cluster: Non-dilutive financing for startups | Fan-out (specific_services),tc_saas_founder_ceo_Non-dilutive_financing_for_sta_1775839523,fanout,Non-dilutive financing for startups,specific_services
tc_1775839523250_9813,SaaS Founder / CEO,educational,informational,Non-dilutive financing for startups options in Canada,5.0,Topic cluster: Non-dilutive financing for startups | Fan-out (geographic),tc_saas_founder_ceo_Non-dilutive_financing_for_sta_1775839523,fanout,Non-dilutive financing for startups,geographic
tc_1775839523250_6029,Healthcare / Vertical SaaS Operator,educational,informational,What's the best approach to Non-dilutive financing for startups,5.0,Topic cluster: Non-dilutive financing for startups | Parent,tc_healthcare_tech_operator_Non-dilutive_financing_for_sta_1775839523,parent,Non-dilutive financing for startups,
tc_1775839523250_8895,Healthcare / Vertical SaaS Operator,educational,informational,community forums for Non-dilutive financing for startups,5.0,Topic cluster: Non-dilutive financing for startups | Fan-out (emotional_support),tc_healthcare_tech_operator_Non-dilutive_financing_for_sta_1775839523,fanout,Non-dilutive financing for startups,emotional_support
tc_1775839523250_7440,Healthcare / Vertical SaaS Operator,educational,informational,who qualifies for Non-dilutive financing for startups,5.0,Topic cluster: Non-dilutive financing for startups | Fan-out (eligibility_access),tc_healthcare_tech_operator_Non-dilutive_financing_for_sta_1775839523,fanout,Non-dilutive financing for startups,eligibility_access
tc_1775839523250_6857,Healthcare / Vertical SaaS Operator,educational,informational,Non-dilutive financing for startups providers near me,5.0,Topic cluster: Non-dilutive financing for startups | Fan-out (geographic),tc_healthcare_tech_operator_Non-dilutive_financing_for_sta_1775839523,fanout,Non-dilutive financing for startups,geographic
tc_1775839523250_3913,Healthcare / Vertical SaaS Operator,business,commercial,best providers for Non-dilutive financing for startups,5.0,Topic cluster: Non-dilutive financing for startups | Fan-out (specific_services),tc_healthcare_tech_operator_Non-dilutive_financing_for_sta_1775839523,fanout,Non-dilutive financing for startups,specific_services
tc_1775839523250_7024,Healthcare / Vertical SaaS Operator,educational,informational,checklist for Non-dilutive financing for startups,5.0,Topic cluster: Non-dilutive financing for startups | Fan-out (how_to_practical),tc_healthcare_tech_operator_Non-dilutive_financing_for_sta_1775839523,fanout,Non-dilutive financing for startups,how_to_practical
tc_1775839523250_4583,SaaS Founder / CEO,educational,informational,Can you help me understand SaaS growth financing,5.0,Topic cluster: SaaS growth financing | Parent,tc_saas_founder_ceo_SaaS_growth_financing_1775839523,parent,SaaS growth financing,
tc_1775839523250_9867,SaaS Founder / CEO,educational,informational,advice from people experienced with SaaS growth financing,5.0,Topic cluster: SaaS growth financing | Fan-out (emotional_support),tc_saas_founder_ceo_SaaS_growth_financing_1775839523,fanout,SaaS growth financing,emotional_support
tc_1775839523250_1474,SaaS Founder / CEO,business,commercial,companies that offer SaaS growth financing,5.0,Topic cluster: SaaS growth financing | Fan-out (specific_services),tc_saas_founder_ceo_SaaS_growth_financing_1775839523,fanout,SaaS growth financing,specific_services
tc_1775839523250_5755,SaaS Founder / CEO,educational,informational,SaaS growth financing options in Canada,5.0,Topic cluster: SaaS growth financing | Fan-out (geographic),tc_saas_founder_ceo_SaaS_growth_financing_1775839523,fanout,SaaS growth financing,geographic
tc_1775839523250_4110,SaaS Founder / CEO,educational,informational,requirements for SaaS growth financing,5.0,Topic cluster: SaaS growth financing | Fan-out (eligibility_access),tc_saas_founder_ceo_SaaS_growth_financing_1775839523,fanout,SaaS growth financing,eligibility_access
tc_1775839523250_4549,SaaS Founder / CEO,educational,informational,step by step guide for SaaS growth financing,5.0,Topic cluster: SaaS growth financing | Fan-out (how_to_practical),tc_saas_founder_ceo_SaaS_growth_financing_1775839523,fanout,SaaS growth financing,how_to_practical
tc_1775839523250_3380,Startup CFO / VP Finance,educational,informational,I need help with SaaS growth financing — where do I start,5.0,Topic cluster: SaaS growth financing | Parent,tc_startup_cfo_finance_SaaS_growth_financing_1775839523,parent,SaaS growth financing,
tc_1775839523250_8529,Startup CFO / VP Finance,educational,informational,community forums for SaaS growth financing,5.0,Topic cluster: SaaS growth financing | Fan-out (emotional_support),tc_startup_cfo_finance_SaaS_growth_financing_1775839523,fanout,SaaS growth financing,emotional_support
tc_1775839523250_9710,Startup CFO / VP Finance,educational,informational,SaaS growth financing options in Canada,5.0,Topic cluster: SaaS growth financing | Fan-out (geographic),tc_startup_cfo_finance_SaaS_growth_financing_1775839523,fanout,SaaS growth financing,geographic
tc_1775839523250_5132,Startup CFO / VP Finance,educational,informational,checklist for SaaS growth financing,5.0,Topic cluster: SaaS growth financing | Fan-out (how_to_practical),tc_startup_cfo_finance_SaaS_growth_financing_1775839523,fanout,SaaS growth financing,how_to_practical
tc_1775839523250_3052,Startup CFO / VP Finance,educational,informational,requirements for SaaS growth financing,5.0,Topic cluster: SaaS growth financing | Fan-out (eligibility_access),tc_startup_cfo_finance_SaaS_growth_financing_1775839523,fanout,SaaS growth financing,eligibility_access
tc_1775839523250_1998,Startup CFO / VP Finance,business,commercial,SaaS growth financing services and solutions,5.0,Topic cluster: SaaS growth financing | Fan-out (specific_services),tc_startup_cfo_finance_SaaS_growth_financing_1775839523,fanout,SaaS growth financing,specific_services
tc_1775839523250_8435,Startup CFO / VP Finance,educational,informational,What's the best approach to Venture debt terms and structures,5.0,Topic cluster: Venture debt terms and structures | Parent,tc_startup_cfo_finance_Venture_debt_terms_and_structu_1775839523,parent,Venture debt terms and structures,
tc_1775839523250_2258,Startup CFO / VP Finance,educational,informational,who qualifies for Venture debt terms and structures,5.0,Topic cluster: Venture debt terms and structures | Fan-out (eligibility_access),tc_startup_cfo_finance_Venture_debt_terms_and_structu_1775839523,fanout,Venture debt terms and structures,eligibility_access
tc_1775839523250_4699,Startup CFO / VP Finance,business,commercial,Venture debt terms and structures services and solutions,5.0,Topic cluster: Venture debt terms and structures | Fan-out (specific_services),tc_startup_cfo_finance_Venture_debt_terms_and_structu_1775839523,fanout,Venture debt terms and structures,specific_services
tc_1775839523250_7697,Startup CFO / VP Finance,educational,informational,Venture debt terms and structures providers near me,5.0,Topic cluster: Venture debt terms and structures | Fan-out (geographic),tc_startup_cfo_finance_Venture_debt_terms_and_structu_1775839523,fanout,Venture debt terms and structures,geographic
tc_1775839523250_6684,Startup CFO / VP Finance,educational,informational,advice from people experienced with Venture debt terms and structures,5.0,Topic cluster: Venture debt terms and structures | Fan-out (emotional_support),tc_startup_cfo_finance_Venture_debt_terms_and_structu_1775839523,fanout,Venture debt terms and structures,emotional_support
tc_1775839523250_8038,Startup CFO / VP Finance,educational,informational,step by step guide for Venture debt terms and structures,5.0,Topic cluster: Venture debt terms and structures | Fan-out (how_to_practical),tc_startup_cfo_finance_Venture_debt_terms_and_structu_1775839523,fanout,Venture debt terms and structures,how_to_practical
tc_1775839523250_9074,SaaS Founder / CEO,educational,informational,I'm looking for information about Extending startup runway,5.0,Topic cluster: Extending startup runway | Parent,tc_saas_founder_ceo_Extending_startup_runway_1775839523,parent,Extending startup runway,
tc_1775839523250_7256,SaaS Founder / CEO,educational,informational,how to access Extending startup runway,5.0,Topic cluster: Extending startup runway | Fan-out (eligibility_access),tc_saas_founder_ceo_Extending_startup_runway_1775839523,fanout,Extending startup runway,eligibility_access
tc_1775839523250_4529,SaaS Founder / CEO,educational,informational,community forums for Extending startup runway,5.0,Topic cluster: Extending startup runway | Fan-out (emotional_support),tc_saas_founder_ceo_Extending_startup_runway_1775839523,fanout,Extending startup runway,emotional_support
tc_1775839523250_4249,SaaS Founder / CEO,educational,informational,local Extending startup runway options by region,5.0,Topic cluster: Extending startup runway | Fan-out (geographic),tc_saas_founder_ceo_Extending_startup_runway_1775839523,fanout,Extending startup runway,geographic
tc_1775839523250_9234,SaaS Founder / CEO,educational,informational,how to get started with Extending startup runway,5.0,Topic cluster: Extending startup runway | Fan-out (how_to_practical),tc_saas_founder_ceo_Extending_startup_runway_1775839523,fanout,Extending startup runway,how_to_practical
tc_1775839523250_1524,SaaS Founder / CEO,business,commercial,Extending startup runway services and solutions,5.0,Topic cluster: Extending startup runway | Fan-out (specific_services),tc_saas_founder_ceo_Extending_startup_runway_1775839523,fanout,Extending startup runway,specific_services
tc_1775839523250_2991,VC / Board Advisor,educational,informational,I'm looking for information about Extending startup runway,5.0,Topic cluster: Extending startup runway | Parent,tc_vc_advisor_Extending_startup_runway_1775839523,parent,Extending startup runway,
tc_1775839523250_5360,VC / Board Advisor,educational,informational,step by step guide for Extending startup runway,5.0,Topic cluster: Extending startup runway | Fan-out (how_to_practical),tc_vc_advisor_Extending_startup_runway_1775839523,fanout,Extending startup runway,how_to_practical
tc_1775839523250_5593,VC / Board Advisor,educational,informational,Extending startup runway providers near me,5.0,Topic cluster: Extending startup runway | Fan-out (geographic),tc_vc_advisor_Extending_startup_runway_1775839523,fanout,Extending startup runway,geographic
tc_1775839523250_7549,VC / Board Advisor,educational,informational,requirements for Extending startup runway,5.0,Topic cluster: Extending startup runway | Fan-out (eligibility_access),tc_vc_advisor_Extending_startup_runway_1775839523,fanout,Extending startup runway,eligibility_access
tc_1775839523250_1645,VC / Board Advisor,business,commercial,best providers for Extending startup runway,5.0,Topic cluster: Extending startup runway | Fan-out (specific_services),tc_vc_advisor_Extending_startup_runway_1775839523,fanout,Extending startup runway,specific_services
tc_1775839523250_3585,VC / Board Advisor,educational,informational,community forums for Extending startup runway,5.0,Topic cluster: Extending startup runway | Fan-out (emotional_support),tc_vc_advisor_Extending_startup_runway_1775839523,fanout,Extending startup runway,emotional_support
tc_1775839523250_2956,Canadian Investor (Private Credit),educational,informational,What should I know about Private credit and venture debt funds as a canadian investor (private credit),5.0,Topic cluster: Private credit and venture debt funds | Parent,tc_canadian_investor_Private_credit_and_venture_deb_1775839523,parent,Private credit and venture debt funds,
tc_1775839523250_6000,Canadian Investor (Private Credit),business,commercial,companies that offer Private credit and venture debt funds,5.0,Topic cluster: Private credit and venture debt funds | Fan-out (specific_services),tc_canadian_investor_Private_credit_and_venture_deb_1775839523,fanout,Private credit and venture debt funds,specific_services
tc_1775839523250_9265,Canadian Investor (Private Credit),educational,informational,community forums for Private credit and venture debt funds,5.0,Topic cluster: Private credit and venture debt funds | Fan-out (emotional_support),tc_canadian_investor_Private_credit_and_venture_deb_1775839523,fanout,Private credit and venture debt funds,emotional_support
tc_1775839523250_4809,Canadian Investor (Private Credit),educational,informational,step by step guide for Private credit and venture debt funds,5.0,Topic cluster: Private credit and venture debt funds | Fan-out (how_to_practical),tc_canadian_investor_Private_credit_and_venture_deb_1775839523,fanout,Private credit and venture debt funds,how_to_practical
tc_1775839523250_5116,Canadian Investor (Private Credit),educational,informational,requirements for Private credit and venture debt funds,5.0,Topic cluster: Private credit and venture debt funds | Fan-out (eligibility_access),tc_canadian_investor_Private_credit_and_venture_deb_1775839523,fanout,Private credit and venture debt funds,eligibility_access
tc_1775839523250_2260,Canadian Investor (Private Credit),educational,informational,Private credit and venture debt funds options in Canada,5.0,Topic cluster: Private credit and venture debt funds | Fan-out (geographic),tc_canadian_investor_Private_credit_and_venture_deb_1775839523,fanout,Private credit and venture debt funds,geographic
tc_1775839523250_1251,Canadian Investor (Private Credit),educational,informational,I'm looking for information about Canadian private credit market,5.0,Topic cluster: Canadian private credit market | Parent,tc_canadian_investor_Canadian_private_credit_market_1775839523,parent,Canadian private credit market,
tc_1775839523250_4433,Canadian Investor (Private Credit),educational,informational,local Canadian private credit market options by region,5.0,Topic cluster: Canadian private credit market | Fan-out (geographic),tc_canadian_investor_Canadian_private_credit_market_1775839523,fanout,Canadian private credit market,geographic
tc_1775839523250_2476,Canadian Investor (Private Credit),educational,informational,step by step guide for Canadian private credit market,5.0,Topic cluster: Canadian private credit market | Fan-out (how_to_practical),tc_canadian_investor_Canadian_private_credit_market_1775839523,fanout,Canadian private credit market,how_to_practical
tc_1775839523250_6194,Canadian Investor (Private Credit),business,commercial,Canadian private credit market services and solutions,5.0,Topic cluster: Canadian private credit market | Fan-out (specific_services),tc_canadian_investor_Canadian_private_credit_market_1775839523,fanout,Canadian private credit market,specific_services
tc_1775839523250_6771,Canadian Investor (Private Credit),educational,informational,requirements for Canadian private credit market,5.0,Topic cluster: Canadian private credit market | Fan-out (eligibility_access),tc_canadian_investor_Canadian_private_credit_market_1775839523,fanout,Canadian private credit market,eligibility_access
tc_1775839523250_1078,Canadian Investor (Private Credit),educational,informational,community forums for Canadian private credit market,5.0,Topic cluster: Canadian private credit market | Fan-out (emotional_support),tc_canadian_investor_Canadian_private_credit_market_1775839523,fanout,Canadian private credit market,emotional_support
tc_1775839523250_7576,Healthcare / Vertical SaaS Operator,educational,informational,I need help with Healthcare tech and vertical SaaS financing — where do I start,5.0,Topic cluster: Healthcare tech and vertical SaaS financing | Parent,tc_healthcare_tech_operator_Healthcare_tech_and_vertical_S_1775839523,parent,Healthcare tech and vertical SaaS financing,
tc_1775839523250_5130,Healthcare / Vertical SaaS Operator,educational,informational,common challenges with Healthcare tech and vertical SaaS financing,5.0,Topic cluster: Healthcare tech and vertical SaaS financing | Fan-out (emotional_support),tc_healthcare_tech_operator_Healthcare_tech_and_vertical_S_1775839523,fanout,Healthcare tech and vertical SaaS financing,emotional_support
tc_1775839523250_1345,Healthcare / Vertical SaaS Operator,educational,informational,checklist for Healthcare tech and vertical SaaS financing,5.0,Topic cluster: Healthcare tech and vertical SaaS financing | Fan-out (how_to_practical),tc_healthcare_tech_operator_Healthcare_tech_and_vertical_S_1775839523,fanout,Healthcare tech and vertical SaaS financing,how_to_practical
tc_1775839523250_1337,Healthcare / Vertical SaaS Operator,business,commercial,best providers for Healthcare tech and vertical SaaS financing,5.0,Topic cluster: Healthcare tech and vertical SaaS financing | Fan-out (specific_services),tc_healthcare_tech_operator_Healthcare_tech_and_vertical_S_1775839523,fanout,Healthcare tech and vertical SaaS financing,specific_services
tc_1775839523250_5819,Healthcare / Vertical SaaS Operator,educational,informational,who qualifies for Healthcare tech and vertical SaaS financing,5.0,Topic cluster: Healthcare tech and vertical SaaS financing | Fan-out (eligibility_access),tc_healthcare_tech_operator_Healthcare_tech_and_vertical_S_1775839523,fanout,Healthcare tech and vertical SaaS financing,eligibility_access
tc_1775839523250_9171,Healthcare / Vertical SaaS Operator,educational,informational,local Healthcare tech and vertical SaaS financing options by region,5.0,Topic cluster: Healthcare tech and vertical SaaS financing | Fan-out (geographic),tc_healthcare_tech_operator_Healthcare_tech_and_vertical_S_1775839523,fanout,Healthcare tech and vertical SaaS financing,geographic
