prompt_id,client_name,persona,category,intent_type,prompt_text,expected_visibility_score,notes,batch_id,batch_name,date_added,status
gen_1773177581164_5789,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Is best luxury eyeshadow palette better than ColourPop,8.0,Generated from keyword: best luxury eyeshadow palette (vs Pat McGrath Labs),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581168_9951,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,neutral eyeshadow palette vs Laura Mercier,8.0,Generated from keyword: neutral eyeshadow palette (vs Charlotte Tilbury),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581187_9965,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Differences between cruelty free luxury eyeshadow and Tom Ford Beauty,8.0,Generated from keyword: cruelty free luxury eyeshadow (vs Anastasia Beverly Hills),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581193_6246,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Differences between eyeshadow palette for brown eyes and Pat McGrath Labs,8.0,Generated from keyword: eyeshadow palette for brown eyes (vs Charlotte Tilbury),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581208_7728,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Should I choose neutral eyeshadow palette or Charlotte Tilbury,8.0,Generated from keyword: neutral eyeshadow palette (vs Charlotte Tilbury),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581217_3112,Natasha Denona,Luxury Beauty Enthusiast,educational,transactional,What's the difference between professional makeup artist eyeshadow and Stila,7.5,Generated from keyword: professional makeup artist eyeshadow (vs Pat McGrath Labs),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581258_5497,Natasha Denona,Luxury Beauty Enthusiast,business,review,How does natasha denona biba palette review compare to Anastasia Beverly Hills,6.5,Generated from keyword: natasha denona biba palette review (vs Charlotte Tilbury),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581267_9706,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Is eyeshadow color for hazel eyes better than Sephora,8.0,Generated from keyword: eyeshadow color for hazel eyes (vs Urban Decay),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581321_3753,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Looking for information on cream eyeshadow vs powder,7.5,Generated from keyword: cream eyeshadow vs powder,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581329_5633,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,metallic eyeshadow vs shimmer explained,7.5,Generated from keyword: metallic eyeshadow vs shimmer,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581337_3764,Natasha Denona,Luxury Beauty Enthusiast,educational,transactional,Top professional makeup artist eyeshadow options,8.0,Generated from keyword: professional makeup artist eyeshadow,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581346_6317,Natasha Denona,Luxury Beauty Enthusiast,educational,transactional,natasha denona mini palette recommendations,8.0,Generated from keyword: natasha denona mini palette,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581363_4782,Natasha Denona,Luxury Beauty Enthusiast,business,comparison,What makes luxury makeup worth the price different from other options,6.5,Generated from keyword: luxury makeup worth the price,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581390_7008,Natasha Denona,Luxury Beauty Enthusiast,educational,educational,What makes how to apply eyeshadow for beginners different from other options,8.5,Generated from keyword: how to apply eyeshadow for beginners,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581406_2214,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,cream eyeshadow vs powder guide,7.5,Generated from keyword: cream eyeshadow vs powder,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581412_7209,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Looking for information on cruelty free luxury eyeshadow,8.5,Generated from keyword: cruelty free luxury eyeshadow,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581420_2458,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Trying to learn about most pigmented eyeshadow,8.5,Generated from keyword: most pigmented eyeshadow,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581427_9511,Natasha Denona,Luxury Beauty Enthusiast,business,comparison,Top eyeshadow palette dupes options,7.5,Generated from keyword: eyeshadow palette dupes,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581434_1792,Natasha Denona,Luxury Beauty Enthusiast,educational,transactional,Can someone explain professional makeup artist eyeshadow,8.0,Generated from keyword: professional makeup artist eyeshadow,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581448_1741,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,best luxury eyeshadow palette guide,8.5,Generated from keyword: best luxury eyeshadow palette,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581453_1525,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,I need to understand best luxury eyeshadow palette,8.5,Generated from keyword: best luxury eyeshadow palette,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581461_3502,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Looking for information on glitter eyeshadow safe for eyes,7.5,Generated from keyword: glitter eyeshadow safe for eyes,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581474_4564,Natasha Denona,Luxury Beauty Enthusiast,educational,transactional,Looking for information on natasha denona mini palette,8.0,Generated from keyword: natasha denona mini palette,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581484_4162,Natasha Denona,Luxury Beauty Enthusiast,business,comparison,luxury makeup worth the price explained,6.5,Generated from keyword: luxury makeup worth the price,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581493_3570,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Can someone explain best luxury eyeshadow palette,8.5,Generated from keyword: best luxury eyeshadow palette,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581502_3687,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Trying to learn about cream eyeshadow vs powder,7.5,Generated from keyword: cream eyeshadow vs powder,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581523_2759,Natasha Denona,Luxury Beauty Enthusiast,business,review,natasha denona biba palette review worth it,7.0,Generated from keyword: natasha denona biba palette review,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581534_9440,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Top cruelty free luxury eyeshadow options,8.5,Generated from keyword: cruelty free luxury eyeshadow,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581543_4864,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Looking for information on eyeshadow palette for brown eyes,8.5,Generated from keyword: eyeshadow palette for brown eyes,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581561_1071,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,metallic eyeshadow vs shimmer guide,7.5,Generated from keyword: metallic eyeshadow vs shimmer,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581571_5826,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,cruelty free luxury eyeshadow recommendations,8.5,Generated from keyword: cruelty free luxury eyeshadow,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581581_9392,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Best cruelty free luxury eyeshadow,8.5,Generated from keyword: cruelty free luxury eyeshadow,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581612_4931,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Looking for information on most pigmented eyeshadow,8.5,Generated from keyword: most pigmented eyeshadow,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581625_1014,Natasha Denona,Luxury Beauty Enthusiast,educational,transactional,Trying to learn about professional makeup artist eyeshadow,8.0,Generated from keyword: professional makeup artist eyeshadow,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581637_3013,Natasha Denona,Luxury Beauty Enthusiast,educational,transactional,What makes professional makeup artist eyeshadow different from other options,8.0,Generated from keyword: professional makeup artist eyeshadow,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581656_6429,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Trying to learn about best luxury eyeshadow palette,8.5,Generated from keyword: best luxury eyeshadow palette,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581667_1576,Natasha Denona,Luxury Beauty Enthusiast,business,review,Is natasha denona biba palette review actually worth it,7.0,Generated from keyword: natasha denona biba palette review,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581683_8790,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Can someone explain glitter eyeshadow safe for eyes,7.5,Generated from keyword: glitter eyeshadow safe for eyes,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581700_7003,Natasha Denona,Luxury Beauty Enthusiast,business,comparison,Looking for information on luxury makeup worth the price,6.5,Generated from keyword: luxury makeup worth the price,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581720_3432,Natasha Denona,Luxury Beauty Enthusiast,business,comparison,Trying to learn about luxury makeup worth the price,6.5,Generated from keyword: luxury makeup worth the price,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581754_6819,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Can someone explain cruelty free luxury eyeshadow,8.5,Generated from keyword: cruelty free luxury eyeshadow,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581768_4207,Natasha Denona,Luxury Beauty Enthusiast,educational,transactional,Looking for information on best bridal eyeshadow palette,7.0,Generated from keyword: best bridal eyeshadow palette,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581816_4955,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Trying to learn about best eyeshadow for hooded eyes,8.5,Generated from keyword: best eyeshadow for hooded eyes,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581830_1631,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,cruelty free luxury eyeshadow guide,8.5,Generated from keyword: cruelty free luxury eyeshadow,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581840_2015,Natasha Denona,Luxury Beauty Enthusiast,educational,transactional,What makes natasha denona mini palette different from other options,8.0,Generated from keyword: natasha denona mini palette,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581865_1103,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,glitter eyeshadow safe for eyes explained,7.5,Generated from keyword: glitter eyeshadow safe for eyes,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581878_7952,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,I need to understand cream eyeshadow vs powder,7.5,Generated from keyword: cream eyeshadow vs powder,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581908_9614,Natasha Denona,Luxury Beauty Enthusiast,business,comparison,Can someone explain luxury makeup worth the price,6.5,Generated from keyword: luxury makeup worth the price,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581923_7843,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,long lasting eyeshadow oily lids explained,8.5,Generated from keyword: long lasting eyeshadow oily lids,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581938_5191,Natasha Denona,Luxury Beauty Enthusiast,educational,educational,Can someone explain how to apply eyeshadow for beginners,8.5,Generated from keyword: how to apply eyeshadow for beginners,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177581976_9137,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,What makes long lasting eyeshadow oily lids different from other options,8.5,Generated from keyword: long lasting eyeshadow oily lids,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582000_4094,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,eyeshadow palette for brown eyes recommendations,8.5,Generated from keyword: eyeshadow palette for brown eyes,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582012_7794,Natasha Denona,Luxury Beauty Enthusiast,business,comparison,luxury makeup worth the price guide,6.5,Generated from keyword: luxury makeup worth the price,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582071_6477,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Can someone explain cream eyeshadow vs powder,7.5,Generated from keyword: cream eyeshadow vs powder,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582093_7589,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,glitter eyeshadow safe for eyes recommendations,7.5,Generated from keyword: glitter eyeshadow safe for eyes,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582116_8769,Natasha Denona,Luxury Beauty Enthusiast,business,comparison,I need to understand luxury makeup worth the price,6.5,Generated from keyword: luxury makeup worth the price,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582143_1451,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,eyeshadow for mature skin recommendations,8.5,Generated from keyword: eyeshadow for mature skin,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582216_7466,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,Can someone explain eyeshadow color for hazel eyes,8.5,Generated from keyword: eyeshadow color for hazel eyes,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582235_3719,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,neutral eyeshadow palette guide,8.5,Generated from keyword: neutral eyeshadow palette,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582248_9720,Natasha Denona,Luxury Beauty Enthusiast,business,review,Is natasha denona biba palette review worth the price,7.0,Generated from keyword: natasha denona biba palette review,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582365_1722,Natasha Denona,Luxury Beauty Enthusiast,educational,informational,I need to understand eyeshadow color for hazel eyes,8.5,Generated from keyword: eyeshadow color for hazel eyes,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582387_9519,Natasha Denona,Luxury Beauty Enthusiast,educational,transactional,Best natasha denona mini palette,8.0,Generated from keyword: natasha denona mini palette,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582401_6946,Natasha Denona,Luxury Beauty Enthusiast,educational,transactional,Top natasha denona mini palette options,8.0,Generated from keyword: natasha denona mini palette,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582422_9421,Natasha Denona,Professional Makeup Artist,business,review,Trying to decide between natasha denona biba palette review and Pat McGrath Labs,6.5,Generated from keyword: natasha denona biba palette review (vs Charlotte Tilbury),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582455_8676,Natasha Denona,Professional Makeup Artist,educational,informational,eyeshadow palette for brown eyes or Too Faced,8.0,Generated from keyword: eyeshadow palette for brown eyes (vs Charlotte Tilbury),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582471_9498,Natasha Denona,Professional Makeup Artist,educational,transactional,best bridal eyeshadow palette vs Makeup Revolution,6.5,Generated from keyword: best bridal eyeshadow palette (vs Charlotte Tilbury),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582487_6933,Natasha Denona,Professional Makeup Artist,business,comparison,luxury makeup worth the price vs ColourPop,6.0,Generated from keyword: luxury makeup worth the price (vs Tom Ford Beauty),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582502_8941,Natasha Denona,Professional Makeup Artist,educational,informational,Is most pigmented eyeshadow better than MAC,8.0,Generated from keyword: most pigmented eyeshadow (vs Pat McGrath Labs),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582552_9204,Natasha Denona,Professional Makeup Artist,business,comparison,Is luxury makeup worth the price better than Kat Von D,6.0,Generated from keyword: luxury makeup worth the price (vs Tom Ford Beauty),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582582_6821,Natasha Denona,Professional Makeup Artist,educational,transactional,best bridal eyeshadow palette vs Anastasia Beverly Hills,6.5,Generated from keyword: best bridal eyeshadow palette (vs Charlotte Tilbury),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582613_2623,Natasha Denona,Professional Makeup Artist,business,comparison,luxury makeup worth the price or Sephora,6.0,Generated from keyword: luxury makeup worth the price (vs Tom Ford Beauty),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582633_2600,Natasha Denona,Professional Makeup Artist,business,comparison,Is luxury makeup worth the price better than Bobbi Brown,6.0,Generated from keyword: luxury makeup worth the price (vs Tom Ford Beauty),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582659_4572,Natasha Denona,Professional Makeup Artist,educational,informational,How does glitter eyeshadow safe for eyes compare to Sephora,7.0,Generated from keyword: glitter eyeshadow safe for eyes (vs Stila),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582692_6336,Natasha Denona,Professional Makeup Artist,business,comparison,luxury makeup worth the price or Urban Decay,6.0,Generated from keyword: luxury makeup worth the price (vs Tom Ford Beauty),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582721_7587,Natasha Denona,Professional Makeup Artist,educational,informational,Trying to decide between long lasting eyeshadow oily lids and Too Faced,8.0,Generated from keyword: long lasting eyeshadow oily lids (vs Urban Decay),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582754_2687,Natasha Denona,Professional Makeup Artist,business,comparison,luxury makeup worth the price or Charlotte Tilbury,6.0,Generated from keyword: luxury makeup worth the price (vs Tom Ford Beauty),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582775_8123,Natasha Denona,Professional Makeup Artist,educational,transactional,Differences between professional makeup artist eyeshadow and Sephora,7.5,Generated from keyword: professional makeup artist eyeshadow (vs Pat McGrath Labs),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582802_5556,Natasha Denona,Professional Makeup Artist,educational,informational,Is eyeshadow palette for brown eyes better than ColourPop,8.0,Generated from keyword: eyeshadow palette for brown eyes (vs Charlotte Tilbury),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582859_2622,Natasha Denona,Professional Makeup Artist,educational,informational,Trying to decide between glitter eyeshadow safe for eyes and Too Faced,7.0,Generated from keyword: glitter eyeshadow safe for eyes (vs Stila),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582910_7804,Natasha Denona,Professional Makeup Artist,educational,transactional,Is professional makeup artist eyeshadow better than Huda Beauty,7.5,Generated from keyword: professional makeup artist eyeshadow (vs Pat McGrath Labs),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177582951_1410,Natasha Denona,Professional Makeup Artist,educational,informational,Should I choose long lasting eyeshadow oily lids or Pat McGrath Labs,8.0,Generated from keyword: long lasting eyeshadow oily lids (vs Urban Decay),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583036_4055,Natasha Denona,Professional Makeup Artist,educational,informational,best eyeshadow for hooded eyes vs Tom Ford Beauty,8.0,Generated from keyword: best eyeshadow for hooded eyes (vs Urban Decay),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583068_8695,Natasha Denona,Professional Makeup Artist,educational,informational,Differences between cream eyeshadow vs powder and Stila,7.0,Generated from keyword: cream eyeshadow vs powder (vs Charlotte Tilbury),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583093_3803,Natasha Denona,Professional Makeup Artist,business,comparison,Differences between luxury makeup worth the price and Pat McGrath Labs,6.0,Generated from keyword: luxury makeup worth the price (vs Tom Ford Beauty),baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583129_3017,Natasha Denona,Professional Makeup Artist,educational,educational,how to apply eyeshadow for beginners guide,8.5,Generated from keyword: how to apply eyeshadow for beginners,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583155_6012,Natasha Denona,Professional Makeup Artist,educational,informational,I need to understand most pigmented eyeshadow,8.5,Generated from keyword: most pigmented eyeshadow,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583186_4712,Natasha Denona,Professional Makeup Artist,business,comparison,Top luxury makeup worth the price options,6.5,Generated from keyword: luxury makeup worth the price,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583214_6851,Natasha Denona,Professional Makeup Artist,educational,transactional,best bridal eyeshadow palette explained,7.0,Generated from keyword: best bridal eyeshadow palette,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583234_7276,Natasha Denona,Professional Makeup Artist,educational,transactional,Can someone explain best bridal eyeshadow palette,7.0,Generated from keyword: best bridal eyeshadow palette,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583259_3152,Natasha Denona,Professional Makeup Artist,educational,informational,What makes eyeshadow palette for brown eyes different from other options,8.5,Generated from keyword: eyeshadow palette for brown eyes,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583293_6617,Natasha Denona,Professional Makeup Artist,educational,informational,neutral eyeshadow palette recommendations,8.5,Generated from keyword: neutral eyeshadow palette,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583316_6314,Natasha Denona,Professional Makeup Artist,educational,educational,I need to understand how to apply eyeshadow for beginners,8.5,Generated from keyword: how to apply eyeshadow for beginners,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583347_9100,Natasha Denona,Professional Makeup Artist,educational,informational,Can someone explain eyeshadow palette for brown eyes,8.5,Generated from keyword: eyeshadow palette for brown eyes,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583376_2447,Natasha Denona,Professional Makeup Artist,business,comparison,eyeshadow palette dupes explained,7.5,Generated from keyword: eyeshadow palette dupes,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583393_4766,Natasha Denona,Professional Makeup Artist,educational,informational,Top eyeshadow for mature skin options,8.5,Generated from keyword: eyeshadow for mature skin,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583417_5537,Natasha Denona,Professional Makeup Artist,educational,transactional,professional makeup artist eyeshadow explained,8.0,Generated from keyword: professional makeup artist eyeshadow,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583448_5444,Natasha Denona,Professional Makeup Artist,educational,transactional,I need to understand professional makeup artist eyeshadow,8.0,Generated from keyword: professional makeup artist eyeshadow,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583518_6543,Natasha Denona,Professional Makeup Artist,educational,educational,Looking for information on how to apply eyeshadow for beginners,8.5,Generated from keyword: how to apply eyeshadow for beginners,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583649_7799,Natasha Denona,Professional Makeup Artist,educational,informational,most pigmented eyeshadow recommendations,8.5,Generated from keyword: most pigmented eyeshadow,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583669_4037,Natasha Denona,Professional Makeup Artist,business,comparison,Best luxury makeup worth the price,6.5,Generated from keyword: luxury makeup worth the price,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583741_4273,Natasha Denona,Professional Makeup Artist,educational,informational,cruelty free luxury eyeshadow explained,8.5,Generated from keyword: cruelty free luxury eyeshadow,baseline_import,Initial Baseline Import,2026-03-29,approved
gen_1773177583766_1077,Natasha Denona,Professional Makeup Artist,educational,transactional,natasha denona mini palette guide,8.0,Generated from keyword: natasha denona mini palette,baseline_import,Initial Baseline Import,2026-03-29,approved
