prompt_id,persona,category,intent_type,prompt_text,expected_visibility_score,notes,topic_cluster_id,cluster_role,cluster_topic,fanout_angle
tc_1775839517803_7146,The Digital Invites Planner,educational,informational,how to get started with Digital wedding invitations,5.0,Topic cluster: Digital wedding invitations | Fan-out (how_to_practical),tc_persona_2_Digital_wedding_invitations_1775839517,fanout,Digital wedding invitations,how_to_practical
tc_1775839517803_9346,The Digital Invites Planner,business,commercial,companies that offer Digital wedding invitations,5.0,Topic cluster: Digital wedding invitations | Fan-out (specific_services),tc_persona_2_Digital_wedding_invitations_1775839517,fanout,Digital wedding invitations,specific_services
tc_1775839517803_4121,The Digital Invites Planner,educational,informational,community forums for Digital wedding invitations,5.0,Topic cluster: Digital wedding invitations | Fan-out (emotional_support),tc_persona_2_Digital_wedding_invitations_1775839517,fanout,Digital wedding invitations,emotional_support
tc_1775839517803_6142,The Comparison Shopper,educational,informational,Can you help me understand Wedding website platform comparisons,5.0,Topic cluster: Wedding website platform comparisons | Parent,tc_persona_1_Wedding_website_platform_compa_1775839517,parent,Wedding website platform comparisons,
tc_1775839517803_4247,The Comparison Shopper,educational,informational,community forums for Wedding website platform comparisons,5.0,Topic cluster: Wedding website platform comparisons | Fan-out (emotional_support),tc_persona_1_Wedding_website_platform_compa_1775839517,fanout,Wedding website platform comparisons,emotional_support
tc_1775839517803_6573,The Comparison Shopper,business,commercial,Wedding website platform comparisons services and solutions,5.0,Topic cluster: Wedding website platform comparisons | Fan-out (specific_services),tc_persona_1_Wedding_website_platform_compa_1775839517,fanout,Wedding website platform comparisons,specific_services
tc_1775839517803_1157,The Comparison Shopper,educational,informational,Wedding website platform comparisons options in Canada,5.0,Topic cluster: Wedding website platform comparisons | Fan-out (geographic),tc_persona_1_Wedding_website_platform_compa_1775839517,fanout,Wedding website platform comparisons,geographic
tc_1775839517803_1773,The Comparison Shopper,educational,informational,checklist for Wedding website platform comparisons,5.0,Topic cluster: Wedding website platform comparisons | Fan-out (how_to_practical),tc_persona_1_Wedding_website_platform_compa_1775839517,fanout,Wedding website platform comparisons,how_to_practical
tc_1775839517803_4005,The Comparison Shopper,educational,informational,who qualifies for Wedding website platform comparisons,5.0,Topic cluster: Wedding website platform comparisons | Fan-out (eligibility_access),tc_persona_1_Wedding_website_platform_compa_1775839517,fanout,Wedding website platform comparisons,eligibility_access
tc_1775839517803_8713,The Guest Experience Optimizer,educational,informational,I'm looking for information about Wedding RSVP and guest management,5.0,Topic cluster: Wedding RSVP and guest management | Parent,tc_persona_4_Wedding_RSVP_and_guest_managem_1775839517,parent,Wedding RSVP and guest management,
tc_1775839517803_3347,The Guest Experience Optimizer,educational,informational,common challenges with Wedding RSVP and guest management,5.0,Topic cluster: Wedding RSVP and guest management | Fan-out (emotional_support),tc_persona_4_Wedding_RSVP_and_guest_managem_1775839517,fanout,Wedding RSVP and guest management,emotional_support
tc_1775839517803_8042,The Guest Experience Optimizer,educational,informational,how to access Wedding RSVP and guest management,5.0,Topic cluster: Wedding RSVP and guest management | Fan-out (eligibility_access),tc_persona_4_Wedding_RSVP_and_guest_managem_1775839517,fanout,Wedding RSVP and guest management,eligibility_access
tc_1775839517803_6560,The Guest Experience Optimizer,educational,informational,Wedding RSVP and guest management providers near me,5.0,Topic cluster: Wedding RSVP and guest management | Fan-out (geographic),tc_persona_4_Wedding_RSVP_and_guest_managem_1775839517,fanout,Wedding RSVP and guest management,geographic
tc_1775839517803_4094,The Guest Experience Optimizer,business,commercial,best providers for Wedding RSVP and guest management,5.0,Topic cluster: Wedding RSVP and guest management | Fan-out (specific_services),tc_persona_4_Wedding_RSVP_and_guest_managem_1775839517,fanout,Wedding RSVP and guest management,specific_services
tc_1775839517803_8267,The Guest Experience Optimizer,educational,informational,checklist for Wedding RSVP and guest management,5.0,Topic cluster: Wedding RSVP and guest management | Fan-out (how_to_practical),tc_persona_4_Wedding_RSVP_and_guest_managem_1775839517,fanout,Wedding RSVP and guest management,how_to_practical
tc_1775839517803_6364,The First-Time Planner,educational,informational,What are my options for Wedding planning for beginners as a the first-time planner,5.0,Topic cluster: Wedding planning for beginners | Parent,tc_persona_3_Wedding_planning_for_beginners_1775839517,parent,Wedding planning for beginners,
tc_1775839517803_4235,The First-Time Planner,educational,informational,requirements for Wedding planning for beginners,5.0,Topic cluster: Wedding planning for beginners | Fan-out (eligibility_access),tc_persona_3_Wedding_planning_for_beginners_1775839517,fanout,Wedding planning for beginners,eligibility_access
tc_1775839517803_6784,The First-Time Planner,business,commercial,Wedding planning for beginners services and solutions,5.0,Topic cluster: Wedding planning for beginners | Fan-out (specific_services),tc_persona_3_Wedding_planning_for_beginners_1775839517,fanout,Wedding planning for beginners,specific_services
tc_1775839517803_3909,The First-Time Planner,educational,informational,how to get started with Wedding planning for beginners,5.0,Topic cluster: Wedding planning for beginners | Fan-out (how_to_practical),tc_persona_3_Wedding_planning_for_beginners_1775839517,fanout,Wedding planning for beginners,how_to_practical
tc_1775839517803_8225,The First-Time Planner,educational,informational,common challenges with Wedding planning for beginners,5.0,Topic cluster: Wedding planning for beginners | Fan-out (emotional_support),tc_persona_3_Wedding_planning_for_beginners_1775839517,fanout,Wedding planning for beginners,emotional_support
tc_1775839517803_2477,The First-Time Planner,educational,informational,local Wedding planning for beginners options by region,5.0,Topic cluster: Wedding planning for beginners | Fan-out (geographic),tc_persona_3_Wedding_planning_for_beginners_1775839517,fanout,Wedding planning for beginners,geographic
tc_1775839517803_3508,The First-Time Planner,educational,informational,What should I know about Planning a wedding on a budget as a the first-time planner,5.0,Topic cluster: Planning a wedding on a budget | Parent,tc_persona_3_Planning_a_wedding_on_a_budget_1775839517,parent,Planning a wedding on a budget,
tc_1775839517803_4965,The First-Time Planner,educational,informational,step by step guide for Planning a wedding on a budget,5.0,Topic cluster: Planning a wedding on a budget | Fan-out (how_to_practical),tc_persona_3_Planning_a_wedding_on_a_budget_1775839517,fanout,Planning a wedding on a budget,how_to_practical
tc_1775839517803_1699,The First-Time Planner,educational,informational,local Planning a wedding on a budget options by region,5.0,Topic cluster: Planning a wedding on a budget | Fan-out (geographic),tc_persona_3_Planning_a_wedding_on_a_budget_1775839517,fanout,Planning a wedding on a budget,geographic
tc_1775839517803_5662,The First-Time Planner,business,commercial,companies that offer Planning a wedding on a budget,5.0,Topic cluster: Planning a wedding on a budget | Fan-out (specific_services),tc_persona_3_Planning_a_wedding_on_a_budget_1775839517,fanout,Planning a wedding on a budget,specific_services
tc_1775839517803_6743,The First-Time Planner,educational,informational,common challenges with Planning a wedding on a budget,5.0,Topic cluster: Planning a wedding on a budget | Fan-out (emotional_support),tc_persona_3_Planning_a_wedding_on_a_budget_1775839517,fanout,Planning a wedding on a budget,emotional_support
tc_1775839517803_3934,The First-Time Planner,educational,informational,how to access Planning a wedding on a budget,5.0,Topic cluster: Planning a wedding on a budget | Fan-out (eligibility_access),tc_persona_3_Planning_a_wedding_on_a_budget_1775839517,fanout,Planning a wedding on a budget,eligibility_access
tc_1775839517803_7502,The Non-Traditional Couple,educational,informational,What should I know about Planning a wedding on a budget as a the non-traditional couple,5.0,Topic cluster: Planning a wedding on a budget | Parent,tc_persona_5_Planning_a_wedding_on_a_budget_1775839517,parent,Planning a wedding on a budget,
tc_1775839517803_5193,The Non-Traditional Couple,educational,informational,requirements for Planning a wedding on a budget,5.0,Topic cluster: Planning a wedding on a budget | Fan-out (eligibility_access),tc_persona_5_Planning_a_wedding_on_a_budget_1775839517,fanout,Planning a wedding on a budget,eligibility_access
tc_1775839517803_6493,The Non-Traditional Couple,business,commercial,companies that offer Planning a wedding on a budget,5.0,Topic cluster: Planning a wedding on a budget | Fan-out (specific_services),tc_persona_5_Planning_a_wedding_on_a_budget_1775839517,fanout,Planning a wedding on a budget,specific_services
tc_1775839517803_9690,The Non-Traditional Couple,educational,informational,checklist for Planning a wedding on a budget,5.0,Topic cluster: Planning a wedding on a budget | Fan-out (how_to_practical),tc_persona_5_Planning_a_wedding_on_a_budget_1775839517,fanout,Planning a wedding on a budget,how_to_practical
tc_1775839517803_3919,The Non-Traditional Couple,educational,informational,Planning a wedding on a budget options in Canada,5.0,Topic cluster: Planning a wedding on a budget | Fan-out (geographic),tc_persona_5_Planning_a_wedding_on_a_budget_1775839517,fanout,Planning a wedding on a budget,geographic
tc_1775839517803_4798,The Non-Traditional Couple,educational,informational,community forums for Planning a wedding on a budget,5.0,Topic cluster: Planning a wedding on a budget | Fan-out (emotional_support),tc_persona_5_Planning_a_wedding_on_a_budget_1775839517,fanout,Planning a wedding on a budget,emotional_support
tc_1775839517803_9208,The Non-Traditional Couple,educational,informational,What should I know about Non-traditional and alternative weddings as a the non-traditional couple,5.0,Topic cluster: Non-traditional and alternative weddings | Parent,tc_persona_5_Non-traditional_and_alternativ_1775839517,parent,Non-traditional and alternative weddings,
tc_1775839517803_6177,The Non-Traditional Couple,business,commercial,Non-traditional and alternative weddings services and solutions,5.0,Topic cluster: Non-traditional and alternative weddings | Fan-out (specific_services),tc_persona_5_Non-traditional_and_alternativ_1775839517,fanout,Non-traditional and alternative weddings,specific_services
tc_1775839517803_8231,The Non-Traditional Couple,educational,informational,advice from people experienced with Non-traditional and alternative weddings,5.0,Topic cluster: Non-traditional and alternative weddings | Fan-out (emotional_support),tc_persona_5_Non-traditional_and_alternativ_1775839517,fanout,Non-traditional and alternative weddings,emotional_support
tc_1775839517803_4559,The Non-Traditional Couple,educational,informational,Non-traditional and alternative weddings options in Canada,5.0,Topic cluster: Non-traditional and alternative weddings | Fan-out (geographic),tc_persona_5_Non-traditional_and_alternativ_1775839517,fanout,Non-traditional and alternative weddings,geographic
tc_1775839517803_9350,The Non-Traditional Couple,educational,informational,how to access Non-traditional and alternative weddings,5.0,Topic cluster: Non-traditional and alternative weddings | Fan-out (eligibility_access),tc_persona_5_Non-traditional_and_alternativ_1775839517,fanout,Non-traditional and alternative weddings,eligibility_access
tc_1775839517803_5282,The Non-Traditional Couple,educational,informational,step by step guide for Non-traditional and alternative weddings,5.0,Topic cluster: Non-traditional and alternative weddings | Fan-out (how_to_practical),tc_persona_5_Non-traditional_and_alternativ_1775839517,fanout,Non-traditional and alternative weddings,how_to_practical
tc_1775839517803_2733,The Guest Experience Optimizer,educational,informational,Can you help me understand Wedding photo sharing and guest experience,5.0,Topic cluster: Wedding photo sharing and guest experience | Parent,tc_persona_4_Wedding_photo_sharing_and_gues_1775839517,parent,Wedding photo sharing and guest experience,
tc_1775839517803_8194,The Guest Experience Optimizer,educational,informational,common challenges with Wedding photo sharing and guest experience,5.0,Topic cluster: Wedding photo sharing and guest experience | Fan-out (emotional_support),tc_persona_4_Wedding_photo_sharing_and_gues_1775839517,fanout,Wedding photo sharing and guest experience,emotional_support
tc_1775839517803_5929,The Guest Experience Optimizer,business,commercial,best providers for Wedding photo sharing and guest experience,5.0,Topic cluster: Wedding photo sharing and guest experience | Fan-out (specific_services),tc_persona_4_Wedding_photo_sharing_and_gues_1775839517,fanout,Wedding photo sharing and guest experience,specific_services
tc_1775839517803_9407,The Guest Experience Optimizer,educational,informational,Wedding photo sharing and guest experience options in Canada,5.0,Topic cluster: Wedding photo sharing and guest experience | Fan-out (geographic),tc_persona_4_Wedding_photo_sharing_and_gues_1775839517,fanout,Wedding photo sharing and guest experience,geographic
tc_1775839517803_9834,The Guest Experience Optimizer,educational,informational,checklist for Wedding photo sharing and guest experience,5.0,Topic cluster: Wedding photo sharing and guest experience | Fan-out (how_to_practical),tc_persona_4_Wedding_photo_sharing_and_gues_1775839517,fanout,Wedding photo sharing and guest experience,how_to_practical
tc_1775839517803_6073,The Guest Experience Optimizer,educational,informational,requirements for Wedding photo sharing and guest experience,5.0,Topic cluster: Wedding photo sharing and guest experience | Fan-out (eligibility_access),tc_persona_4_Wedding_photo_sharing_and_gues_1775839517,fanout,Wedding photo sharing and guest experience,eligibility_access
tc_1775839517803_4166,The Comparison Shopper,educational,informational,I need help with Alternatives to The Knot and Zola — where do I start,5.0,Topic cluster: Alternatives to The Knot and Zola | Parent,tc_persona_1_Alternatives_to_The_Knot_and_Z_1775839517,parent,Alternatives to The Knot and Zola,
tc_1775839517803_9387,The Comparison Shopper,educational,informational,how to get started with Alternatives to The Knot and Zola,5.0,Topic cluster: Alternatives to The Knot and Zola | Fan-out (how_to_practical),tc_persona_1_Alternatives_to_The_Knot_and_Z_1775839517,fanout,Alternatives to The Knot and Zola,how_to_practical
tc_1775839517803_3617,The Comparison Shopper,educational,informational,Alternatives to The Knot and Zola options in Canada,5.0,Topic cluster: Alternatives to The Knot and Zola | Fan-out (geographic),tc_persona_1_Alternatives_to_The_Knot_and_Z_1775839517,fanout,Alternatives to The Knot and Zola,geographic
tc_1775839517803_4225,The Comparison Shopper,educational,informational,advice from people experienced with Alternatives to The Knot and Zola,5.0,Topic cluster: Alternatives to The Knot and Zola | Fan-out (emotional_support),tc_persona_1_Alternatives_to_The_Knot_and_Z_1775839517,fanout,Alternatives to The Knot and Zola,emotional_support
tc_1775839517803_9332,The Comparison Shopper,educational,informational,who qualifies for Alternatives to The Knot and Zola,5.0,Topic cluster: Alternatives to The Knot and Zola | Fan-out (eligibility_access),tc_persona_1_Alternatives_to_The_Knot_and_Z_1775839517,fanout,Alternatives to The Knot and Zola,eligibility_access
tc_1775839517803_5710,The Comparison Shopper,business,commercial,Alternatives to The Knot and Zola services and solutions,5.0,Topic cluster: Alternatives to The Knot and Zola | Fan-out (specific_services),tc_persona_1_Alternatives_to_The_Knot_and_Z_1775839517,fanout,Alternatives to The Knot and Zola,specific_services
tc_1775839517803_2721,The Non-Traditional Couple,educational,informational,What's the best approach to Alternatives to The Knot and Zola,5.0,Topic cluster: Alternatives to The Knot and Zola | Parent,tc_persona_5_Alternatives_to_The_Knot_and_Z_1775839517,parent,Alternatives to The Knot and Zola,
tc_1775839517803_6540,The Non-Traditional Couple,business,commercial,companies that offer Alternatives to The Knot and Zola,5.0,Topic cluster: Alternatives to The Knot and Zola | Fan-out (specific_services),tc_persona_5_Alternatives_to_The_Knot_and_Z_1775839517,fanout,Alternatives to The Knot and Zola,specific_services
tc_1775839517803_3709,The Non-Traditional Couple,educational,informational,Alternatives to The Knot and Zola providers near me,5.0,Topic cluster: Alternatives to The Knot and Zola | Fan-out (geographic),tc_persona_5_Alternatives_to_The_Knot_and_Z_1775839517,fanout,Alternatives to The Knot and Zola,geographic
tc_1775839517803_8741,The Non-Traditional Couple,educational,informational,requirements for Alternatives to The Knot and Zola,5.0,Topic cluster: Alternatives to The Knot and Zola | Fan-out (eligibility_access),tc_persona_5_Alternatives_to_The_Knot_and_Z_1775839517,fanout,Alternatives to The Knot and Zola,eligibility_access
tc_1775839517803_1010,The Non-Traditional Couple,educational,informational,checklist for Alternatives to The Knot and Zola,5.0,Topic cluster: Alternatives to The Knot and Zola | Fan-out (how_to_practical),tc_persona_5_Alternatives_to_The_Knot_and_Z_1775839517,fanout,Alternatives to The Knot and Zola,how_to_practical
tc_1775839517803_3325,The Non-Traditional Couple,educational,informational,common challenges with Alternatives to The Knot and Zola,5.0,Topic cluster: Alternatives to The Knot and Zola | Fan-out (emotional_support),tc_persona_5_Alternatives_to_The_Knot_and_Z_1775839517,fanout,Alternatives to The Knot and Zola,emotional_support
tc_1775839517803_4926,The Digital Invites Planner,educational,informational,What are my options for Save the dates and wedding stationery as a the digital invites planner,5.0,Topic cluster: Save the dates and wedding stationery | Parent,tc_persona_2_Save_the_dates_and_wedding_sta_1775839517,parent,Save the dates and wedding stationery,
tc_1775839517803_6440,The Digital Invites Planner,educational,informational,step by step guide for Save the dates and wedding stationery,5.0,Topic cluster: Save the dates and wedding stationery | Fan-out (how_to_practical),tc_persona_2_Save_the_dates_and_wedding_sta_1775839517,fanout,Save the dates and wedding stationery,how_to_practical
tc_1775839517803_8262,The Digital Invites Planner,educational,informational,local Save the dates and wedding stationery options by region,5.0,Topic cluster: Save the dates and wedding stationery | Fan-out (geographic),tc_persona_2_Save_the_dates_and_wedding_sta_1775839517,fanout,Save the dates and wedding stationery,geographic
tc_1775839517803_4036,The Digital Invites Planner,educational,informational,requirements for Save the dates and wedding stationery,5.0,Topic cluster: Save the dates and wedding stationery | Fan-out (eligibility_access),tc_persona_2_Save_the_dates_and_wedding_sta_1775839517,fanout,Save the dates and wedding stationery,eligibility_access
tc_1775839517803_5378,The Digital Invites Planner,educational,informational,common challenges with Save the dates and wedding stationery,5.0,Topic cluster: Save the dates and wedding stationery | Fan-out (emotional_support),tc_persona_2_Save_the_dates_and_wedding_sta_1775839517,fanout,Save the dates and wedding stationery,emotional_support
tc_1775839517803_4986,The Digital Invites Planner,business,commercial,best providers for Save the dates and wedding stationery,5.0,Topic cluster: Save the dates and wedding stationery | Fan-out (specific_services),tc_persona_2_Save_the_dates_and_wedding_sta_1775839517,fanout,Save the dates and wedding stationery,specific_services
gen_1775839517806_9623,The Comparison Shopper,business,commercial,What's the best custom seating chart wedding for the money,6.0,Generated from keyword: custom seating chart wedding,,,,
gen_1775839517806_2409,The Comparison Shopper,business,commercial,I'm looking to buy rsvp graphic — what do you recommend,6.0,Generated from keyword: rsvp graphic,,,,
gen_1775839517809_3705,The Comparison Shopper,business,commercial,Looking for j say app that's actually good quality,6.0,Generated from keyword: j say app,,,,
gen_1775839517812_8950,The Comparison Shopper,business,commercial,Who makes the best wedding banner maker,6.0,Generated from keyword: wedding banner maker,,,,
gen_1775839517815_6494,The Comparison Shopper,business,commercial,I want to find high quality e invites free with rsvp,6.0,Generated from keyword: e invites free with rsvp,,,,
gen_1775839517815_9159,The Comparison Shopper,educational,navigational,Looking for best wedding websites canada that's actually good quality,7.0,Generated from keyword: best wedding websites canada,,,,
gen_1775839517818_6151,The Comparison Shopper,educational,informational,Can you explain rsvp dating site reviews,6.5,Generated from keyword: rsvp dating site reviews,,,,
gen_1775839517820_3014,The Comparison Shopper,business,commercial,Who makes the best junk bee gone pricing,6.0,Generated from keyword: junk bee gone pricing,,,,
gen_1775839517821_7447,The Comparison Shopper,educational,informational,What should I know about how to follow up on rsvp for wedding,6.5,Generated from keyword: how to follow up on rsvp for wedding,,,,
gen_1775839517823_6698,The Comparison Shopper,business,commercial,I'm looking for information about the knot vs with joy,6.0,Generated from keyword: the knot vs with joy,,,,
gen_1775839517824_5832,The Comparison Shopper,educational,informational,I'd like to learn about different how soon should invitations be sent out options,6.5,Generated from keyword: how soon should invitations be sent out,,,,
gen_1775839517825_4993,The Comparison Shopper,educational,informational,Can you help me understand the options for when should you send a save the date,6.5,Generated from keyword: when should you send a save the date,,,,
gen_1775839517828_4742,The Comparison Shopper,business,commercial,I need say you do — what are my options,8.0,Generated from keyword: say you do,,,,
gen_1775839517831_3870,The Comparison Shopper,educational,navigational,I'm researching wedding website comparisons — what should I know before buying,7.0,Generated from keyword: wedding website comparisons,,,,
gen_1775839517835_6078,The Comparison Shopper,business,commercial,I want to find high quality wedding guest list planner,6.0,Generated from keyword: wedding guest list planner,,,,
gen_1775839517835_5193,The Comparison Shopper,business,commercial,Who makes the best wedding registry donations,6.0,Generated from keyword: wedding registry donations,,,,
gen_1775839517838_5437,The Comparison Shopper,educational,informational,I've been looking for when do invitations go out for a wedding — what do you suggest,6.5,Generated from keyword: when do invitations go out for a wedding,,,,
gen_1775839517840_7797,The Comparison Shopper,educational,navigational,What do I need to know about i-say login,6.0,Generated from keyword: i-say login,,,,
gen_1775839517843_1148,The Comparison Shopper,business,commercial,Can you recommend a good junk bee gone pricing,6.0,Generated from keyword: junk bee gone pricing,,,,
gen_1775839517846_4466,The Comparison Shopper,educational,informational,I'm looking for information about the bridal company reviews,6.5,Generated from keyword: the bridal company reviews,,,,
gen_1775839517849_1154,The Comparison Shopper,business,commercial,What's the best dog wedding decorations out there right now,6.0,Generated from keyword: dog wedding decorations,,,,
gen_1775839517853_8092,The Comparison Shopper,educational,informational,I'm researching when do you send out a save the date — what should I know before buying,6.5,Generated from keyword: when do you send out a save the date,,,,
gen_1775839517858_8634,The Comparison Shopper,business,commercial,I'm looking to buy wedding ceremony love story examples — what do you recommend,6.0,Generated from keyword: wedding ceremony love story examples,,,,
gen_1775839517859_2907,The Comparison Shopper,educational,navigational,Trying to find a good questions to put on your wedding website — any ideas,6.0,Generated from keyword: questions to put on your wedding website,,,,
gen_1775839517860_3166,The Comparison Shopper,business,commercial,What's the best online wedding invitation cards for the money,6.0,Generated from keyword: online wedding invitation cards,,,,
gen_1775839517862_1567,The Comparison Shopper,business,commercial,Who makes the best wedding imvitations,6.0,Generated from keyword: wedding imvitations,,,,
gen_1775839517865_9749,The Comparison Shopper,business,commercial,What are the best with joy pricing brands,6.0,Generated from keyword: with joy pricing,,,,
gen_1775839517868_3188,The Comparison Shopper,educational,informational,I'd like to learn about on your wedding day reviews,6.5,Generated from keyword: on your wedding day reviews,,,,
gen_1775839517872_4533,The Comparison Shopper,business,commercial,Where should I buy withjoy pricing,6.0,Generated from keyword: withjoy pricing,,,,
gen_1775839517875_6925,The Comparison Shopper,educational,informational,Can you explain we say so reviews,6.5,Generated from keyword: we say so reviews,,,,
gen_1775839517878_7680,The Comparison Shopper,business,commercial,I'm looking to buy junk bee gone pricing — what do you recommend,6.0,Generated from keyword: junk bee gone pricing,,,,
gen_1775839517883_7626,The Comparison Shopper,business,commercial,Where should I buy junk bee gone pricing,6.0,Generated from keyword: junk bee gone pricing,,,,
gen_1775839517886_6750,The Comparison Shopper,educational,informational,Tell me about vintage love ceremonies reviews,6.5,Generated from keyword: vintage love ceremonies reviews,,,,
gen_1775839517892_2299,The Comparison Shopper,educational,informational,What should I know about we say so reviews,6.5,Generated from keyword: we say so reviews,,,,
gen_1775839517896_9565,The Comparison Shopper,business,commercial,What's the best companies to send extra wedding invites to for the money,6.0,Generated from keyword: companies to send extra wedding invites to,,,,
gen_1775839517900_3542,The Comparison Shopper,educational,informational,Can you tell me about password manager reviews australia,6.5,Generated from keyword: password manager reviews australia,,,,
gen_1775839517902_7011,The Comparison Shopper,business,commercial,Any recommendations for formal save the date,6.0,Generated from keyword: formal save the date,,,,
gen_1775839517903_9939,The Comparison Shopper,business,commercial,Can you recommend a good web invites,6.0,Generated from keyword: web invites,,,,
gen_1775839517904_9978,The Comparison Shopper,business,commercial,I'm looking to buy wedding inviatations — what do you recommend,6.0,Generated from keyword: wedding inviatations,,,,
gen_1775839517909_6611,The Comparison Shopper,business,commercial,What's the best save the date note for the money,6.0,Generated from keyword: save the date note,,,,
gen_1775839517910_3968,The Comparison Shopper,business,commercial,What's the best wedding usa out there right now,7.0,Generated from keyword: wedding usa,,,,
gen_1775839517912_2946,The Comparison Shopper,educational,navigational,I'm researching setting up a wedding website — what should I know before buying,6.0,Generated from keyword: setting up a wedding website,,,,
gen_1775839517917_6713,The Comparison Shopper,educational,navigational,What should I look for when buying wedding website comparisons,7.0,Generated from keyword: wedding website comparisons,,,,
gen_1775839517921_4999,The Comparison Shopper,educational,navigational,What makes a good wedding website comparisons,7.0,Generated from keyword: wedding website comparisons,,,,
gen_1775839517923_8914,The Comparison Shopper,educational,navigational,I'm researching wedding websites builder — what should I know before buying,7.0,Generated from keyword: wedding websites builder,,,,
gen_1775839517928_6935,The Comparison Shopper,business,commercial,What's the best with joy pricing out there right now,6.0,Generated from keyword: with joy pricing,,,,
gen_1775839517932_5551,The Comparison Shopper,business,commercial,I need free wedding listings — what are my options,6.0,Generated from keyword: free wedding listings,,,,
gen_1775839517937_4774,The Comparison Shopper,educational,navigational,Tell me about the best wedding website comparisons available,7.0,Generated from keyword: wedding website comparisons,,,,
gen_1775839517942_1139,The Comparison Shopper,educational,informational,Tell me about the best how long before a wedding should you send out invitations available,6.5,Generated from keyword: how long before a wedding should you send out invitations,,,,
gen_1775839517948_5902,The Comparison Shopper,business,commercial,I've been looking for wedding invites online — what do you suggest,7.0,Generated from keyword: wedding invites online,,,,
gen_1775839517953_9946,The Comparison Shopper,educational,navigational,Can you help me understand the options for wedding website comparisons,7.0,Generated from keyword: wedding website comparisons,,,,
gen_1775839517956_2686,The Comparison Shopper,business,commercial,Can you help me find the best melissa melbourne,6.0,Generated from keyword: melissa melbourne,,,,
